order_id,payment_installments,payment_sequential,payment_value,payment_type
b81ef226f3fe1789b1e8b2acac839d17,8,1,99,#credit_card
a9810da82917af2d9aefd1278f1dcfa0,1,1,24,#credit_card
25e8ea4e93396b6fa0d3dd708e76c1bd,1,1,66,#credit_card
ba78997921bbcdc1373bb41e913ab953,8,1,108,#credit_card
42fdf880ba16b47b59251dd489d4441a,2,1,128,#credit_card
298fcdf1f73eb413e4d26d01b25bc1cd,2,1,96,#credit_card
771ee386b001f06208a7419e4fc1bbd7,1,1,81,#credit_card
3d7239c394a212faae122962df514ac7,3,1,52,#credit_card
1f78449c87a54faf9e96e88ba1491fa9,6,1,341,#credit_card
0573b5e23cbd798006520e1d5b4c6714,1,1,52,#boleto
d88e0d5fa41661ce03cf6cf336527646,8,1,189,#credit_card
2480f727e869fdeb397244a21b721b67,1,1,142,#credit_card
616105c9352a9668c38303ad44e056cd,1,1,76,#credit_card
cf95215a722f3ebf29e6bbab87a29e61,5,1,103,#credit_card
769214176682788a92801d8907fa1b40,4,1,105,#credit_card
12e5cfe0e4716b59afb0e0f4a3bd6570,10,1,157,#credit_card
61059985a6fc0ad64e95d9944caacdad,1,1,132,#credit_card
79da3f5fe31ad1e454f06f95dc032ad5,1,1,99,#credit_card
8ac09207f415d55acff302df7d6a895c,4,1,244,#credit_card
b2349a3f20dfbeef62e7b31baa22f84b,3,1,137,#credit_card
5a1f6d22f7dfb061ef29216b9af687a1,4,1,48,#credit_card
4214cda550ece8ee66441f459dc33a8c,2,1,171,#credit_card
adfbf6c2a620196f9a3ec747491c72b7,4,1,68,#credit_card
4d680edbaa7d3d9bed69532957368a03,10,1,353,#credit_card
8cd68144cdb62dc0d60848cf8616d2a4,1,1,331,#boleto
5cfd514482e22bc992e7693f0e3e8df7,1,2,45,#voucher
d0a945f85ba1074b60aac97ade7e240e,2,1,541,#credit_card
c39414c195d0f94c9d9c35e7c6ed4f1a,2,1,139,#credit_card
5d9c5817e278892b7498d90bfa28ade8,2,1,290,#credit_card
b69b9260e79a0da00e15f48de1bd2524,1,1,283,#boleto
f45074ae38f2e01d9b854ec8d40362ff,1,1,14,#credit_card
81cedc4d2132eb6f512354166e51b187,1,1,30,#credit_card
595f598849d89203c28d05d0fbf3f92e,1,1,27,#credit_card
f9d0ec2fa088ac583e1ccd15b6686073,1,1,90,#credit_card
e647bf617de735448a4ba54f8910393c,1,1,65,#credit_card
b2bb080b6bc860118a246fd9b6fad6da,1,1,174,#credit_card
23f10f509600c30cf2852f9dbdf28fc3,1,1,103,#credit_card
f86f6472fa9f395d8d9a6751ca118afb,1,1,64,#credit_card
1dcf0c8cd36ffaf57784fbdc90079310,3,1,157,#credit_card
00d8d65b666158b633f96054d31af43b,1,1,131,#boleto
cf30fe76d1505192acee1c6dccb15545,2,1,48,#credit_card
d3e774a185c0b1b2286ffd6c70abe2e6,8,1,118,#credit_card
32b1d8f3789a57f1f752e20ac7404b4c,1,1,57,#boleto
c10d412026c4077b8e83acf0fea04eee,1,1,266,#credit_card
56c3277583e16009c925fdf116df420f,1,1,31,#boleto
0e0441786430b7cfcd0d91f822ea4c99,1,1,121,#credit_card
6ffb3f1686bceae3466facf7e02ce3fb,1,1,32,#credit_card
afef48d3c8a0b1b7c9b7f8f922fb5674,5,1,153,#credit_card
c0db7d31ace61fc360a3eaa34dd3457c,5,1,66,#credit_card
d574338f566ca28dd67820f48ec1f1d8,4,1,278,#credit_card
1807cc736321f14baa58ef39cf6e5989,4,1,92,#credit_card
e8977f709bbb0367f51b589e6325f991,1,1,133,#credit_card
2e2c60b99754ae1e4d8b18846cfec9f2,4,1,543,#credit_card
1ffb3c1929b16d9c1aec1958e11b3e9b,1,1,166,#boleto
95442deb81a5d91c97c0df96b431634a,1,1,369,#boleto
10af96a0689260134307879127ac1952,2,1,113,#credit_card
85eef2d342b0de363c45c1bc324729c5,3,1,99,#credit_card
aa964845f1de8125410aea8b73e9e1ec,2,1,27,#credit_card
343348b1e29e9fa9e7b6ab1027f9177d,4,1,44,#credit_card
ad4098a257676ea4d394fb3bbbf36ca3,2,1,68,#credit_card
3e0c3cab458e8b3cc8d1d38ecb7e7775,2,1,106,#credit_card
3ab4eea6776259ae8dfbabaeffece352,8,1,388,#credit_card
10d9871bed9fb8d0887d3b9022edd1ff,1,1,84,#boleto
c108072ab31ec90a754129c171577f5f,4,1,211,#credit_card
fc662bafa52d2ef16078f6f6141009d6,1,1,90,#boleto
4217849b1ff18a9270fe048eabc4dc45,1,1,68,#credit_card
795c16acb4e3c30dfa5b6827727ef488,2,1,38,#credit_card
55e2d723733c45033e71cb4d44690234,1,1,90,#boleto
947e9c6bfd83a06953c420ef92d3da6e,1,1,69,#voucher
60e43c5f5ba559d9dd19357ed72cb2f2,2,1,78,#credit_card
e3e9e3295f4e1512167c232a0aaae8a5,1,1,51,#voucher
460d57443ffdcaeba240360239747cf7,1,1,34,#credit_card
4cb51127f19f7254b320efe1718477dd,1,1,77,#boleto
110d9355d6338eab0a65a0cacdde5434,5,1,566,#credit_card
42f5954cda381bd032934ee38c453711,8,1,402,#credit_card
3689194c14ad4e2e7361ebd1df0e77b0,1,2,58,#voucher
97c111c4f22dfa1089a9c0b5338dcc79,3,1,44,#credit_card
4b2d035932915aa9c2a0d4d84cd6d3b0,3,1,188,#credit_card
e1b4ee0e390fbac1dec439d72b45a115,3,1,78,#credit_card
fee72a68ce935ebf2939fe72f27d3d9b,1,1,49,#credit_card
4d3bfdf4c7d6578ea445d588371ae10e,1,1,77,#credit_card
4c2e1a95586c815795a324d1599e7b5a,8,1,118,#credit_card
c9f23db8a1cb725df9bdb3383bd72b38,3,1,169,#credit_card
8e47a04b25d7a7075064e8e0bd2e0318,1,1,38,#credit_card
723e462ce1ee50e024887c0b403130f3,1,1,14,#credit_card
fa2ea4b6e84c1c0fc4f3a6d468c55183,1,1,227,#debit_card
fb1a2a1296f822405a946cbdfc0d3ed6,3,1,35,#credit_card
198298d54f269d8c5fe89e85a859af61,10,1,343,#credit_card
b19ca559688b49e8cf7f88c1aa3f0009,7,1,73,#credit_card
5be8d4719fe2e3669e2d07dddf3b6b0c,4,1,118,#credit_card
4a02e985c7239d866a632f07ed20d9c0,1,1,49,#credit_card
3e17eef8a8bd0131c7aed90d7508799e,1,1,54,#credit_card
f8d323a2702fed37f0229965f7e9f8b3,1,1,51,#credit_card
de4090fd9b7900d46323b0c7c36b7128,2,1,121,#credit_card
17e5131fe1d4b1a8dc14d4a66914f9d7,1,1,73,#credit_card
20f136d890c31a62486c809f91a5b098,10,1,118,#credit_card
557cc2675910c4a6c9b54ad276f25097,1,1,57,#credit_card
d60a89ab9bc1e68834465ae630c3343e,2,1,116,#credit_card
3ba2d0012b1f34bc6ccbc31c4ba69f93,6,1,60,#credit_card
d46f45b0d795bcf47a19d301710e63fe,1,1,27,#credit_card
96de2b7f7f3c401fbee3eef068376da6,1,1,32,#boleto
f9d5bfb53147f381e81b89a848e26b16,3,1,196,#credit_card
21b8b46679ea6482cbf911d960490048,1,2,43,#voucher
e6670c9089973cc68e5b90b7d1f4fec4,1,1,88,#credit_card
85a4fbdba48c815924115fb82330071c,3,1,34,#credit_card
35525be13c4af8acae0bb6d13c27110d,1,1,41,#credit_card
46ee6eaca194413758f200a6974b7e4d,3,1,72,#credit_card
f49cd89d6dad6dd5759ecf15dfe4bb19,1,1,47,#boleto
9acd1ccfbc6445c0cad9ee9ddb48054c,3,1,82,#credit_card
83f24bbc4f76a2730ba9c9cfa32e6d07,3,1,231,#credit_card
0b65284a1a74114ea029b7676fdc1ba3,7,1,144,#credit_card
cf61ad2218e5c14397e7c0ba7a6a50f9,1,1,35,#debit_card
243312dbb316253ab77bb0140d94803c,10,1,286,#credit_card
8973a53fcad22a79e0ff315e7f9a0fd9,2,1,177,#credit_card
f090de1b2ed9f4e251662cb31e3c7127,2,1,28,#credit_card
2ccde1e4676c20b9444e2bcbed36334c,8,1,135,#credit_card
0f4b5614da144989e2acc5291af24357,4,1,97,#credit_card
1d92d2ce1ae2e0510b5ce50c5be578c6,2,1,110,#credit_card
a490a5d59a9bf4ef3334bfd7cf1dbdfc,1,1,18,#credit_card
60ead11db6b36221fe1424e330883a9a,1,1,44,#credit_card
c51dcdd98e1c413f3d394ffcb4656ed1,4,1,110,#credit_card
ea9184ad433a404df1d72fa0a8764232,1,4,22,#voucher
8f936fb77c720ab9ccd618af38c885cc,4,1,47,#credit_card
0fba53cb4e9429e38cd2750c32fa24a5,1,1,52,#boleto
cdaa116d3c2521b4b6976043508d0943,2,1,62,#credit_card
68d7420c86be23f313c81a554320f986,1,1,122,#boleto
a5f860aaf6a3c35399495aefe92d363f,1,1,76,#credit_card
f51e3c7f79d1e2c076acbb6af1588b95,1,1,130,#credit_card
9184724aacd6a7da5bcf4c08c2c674a8,3,1,58,#credit_card
8bdc559b124e47eb71b5d1be8d6675e4,7,1,76,#credit_card
49d3db2a02106c24d6ef800bd8ad5546,1,1,90,#boleto
c604ad5f1e0d0bcf9977cf46d1d72303,1,1,31,#credit_card
859980aae511377b7230f72d90bfc580,10,1,107,#credit_card
e2cd740333fe4585ead5c50c61edb6a5,1,1,163,#voucher
55779fa8fe072d9f8c92d672154558f2,1,1,234,#boleto
99bc267f49d76932cd195bfb2a94dd03,1,1,163,#credit_card
0c99132c4ff916416ba8f74c378f1cbc,4,1,136,#credit_card
66a4fa2d40fed98c34ced62496fdb1e7,1,1,267,#credit_card
db43c1a570e28fe9da60a444e3616a2b,7,1,187,#credit_card
82ffe097d8ddbf319a523b9bbe7725d5,1,2,30,#voucher
f75666bf6c9e09f6b3f4bcd797b57a3c,4,1,97,#credit_card
5e5d1342989d05440629e2162fa52d07,1,1,49,#credit_card
14d9794bbb53614d12cc2df6a045f82b,1,1,117,#boleto
a8c012ba7d95bd2d15f666681f19c146,1,1,41,#credit_card
31f8013402a0749b3ab433b1aee11754,1,1,42,#boleto
4f99d1a7b0d2308edf45baa6997ac961,6,1,126,#credit_card
ca8f94a99a8120c559e416275a535066,5,1,93,#credit_card
9bdcb4559b75d21a22fcd868d9e5dfec,8,1,348,#credit_card
96cc8c42014ddb42a775da9a45ae3f76,2,1,203,#credit_card
87f003dca70d4d22518366caf041e845,3,1,44,#credit_card
f244841f5a461472de8de82f023b1371,10,1,116,#credit_card
3597f6476c27b4e1cc2f58588116f8f5,1,1,85,#boleto
242e24b7eaa9f48cde9d679f8591124d,4,1,237,#credit_card
18259631aab7299bf25f83f5eac4c8d1,4,1,220,#credit_card
14c0c0bebe2cd50fb1dbdee84fbae03a,1,1,181,#credit_card
3b697a20d9e427646d92567910af6d57,1,1,45,#boleto
55c0b6b41ce482c3f77407ef43fc6bad,1,1,26,#boleto
53035288acc866ee15423b4293722b46,1,1,376,#credit_card
845af9472cc76e66fbf445931b511755,5,1,123,#credit_card
953b6636ab2347a8ba37a16770db47f9,10,1,379,#credit_card
886b114d034f4ac1d39d964c1b2a8182,10,1,2027,#credit_card
c61e3efc183db6b89f5556efb5aa8797,1,1,46,#credit_card
2d1d5777f29a8ee6593cf90b85afb5b6,1,1,91,#credit_card
aa600269bffea363cca75ad2d1908903,1,1,93,#boleto
487c1451b8fd7347d0e80e5aca887e91,1,2,30,#voucher
0a9716da94d89975e6637874280aadad,10,1,166,#credit_card
65c863d90026e9dd4888e28d2135c983,1,2,50,#voucher
62d9b911d7c56cf455f660eecb8ddd3a,10,1,1003,#credit_card
279cc62fe9c5a9e6a7ad5a7536560944,1,1,117,#boleto
e6ed38386107802a72ec8197195f79a7,2,1,241,#credit_card
4a4ed9ed7922304a569ed850baba99c6,3,1,33,#credit_card
3f5a1c29c5881cc9902ed702efbdde45,1,1,214,#credit_card
1594012ccc1b0770373ce691d697e5ae,8,1,362,#credit_card
2fe14af1d4563c0e76f382bc63c9a245,2,1,89,#credit_card
bc3d816db1aa7215dbde5b1b00d3d32b,2,1,47,#credit_card
67c8c2016ddabf0059783eb44e921f99,1,1,69,#boleto
07d13d352c85dfbfa60dc56dea818335,1,1,33,#boleto
b545ba7b0bd67a3128185c7214704319,8,1,340,#credit_card
9d8065ae4c6f5725ee052d02ab00f64e,1,1,82,#boleto
d9d104af1ea99e0b7f6b0644eedc74d0,1,1,41,#credit_card
9e59025992bd64bc26551391ed44a450,3,1,67,#credit_card
591083bc42b589c7052118aa83118e76,1,5,20,#voucher
79b63d1f9cf0257b33b04fbfb0847cba,1,2,77,#voucher
7327c30a5230ce07bc2c7a695d553a00,4,1,40,#credit_card
3b9e43d6eba694f8a29c11ee67a04f2c,8,1,242,#credit_card
1e6d912e4c63965bb9eccf0cc765fc24,1,1,207,#boleto
57e4fc8f20507381b3f7abbe4e2ccda3,2,1,216,#credit_card
d4fdb2be174c84a6409a3968c55b01c5,1,1,40,#credit_card
e1b6234c322ab01a32771bf57c597043,8,1,156,#credit_card
03afb3c10af52ddfa3c33b9881bf43f8,2,1,132,#credit_card
c1b770015e27aaf2b475026989d04fe0,1,1,138,#boleto
1a9b986cfe31ed59c5a6c00287db7e74,1,1,32,#credit_card
66f249e4d7ab2f3872de7bd6d74719dd,8,1,349,#credit_card
c79bdf061e22288609201ec60deb42fb,1,1,12,#credit_card
648b4f683ccf074ebe65a73c8096dd18,4,1,140,#credit_card
02951078a21a2d9341ea16089a4d5031,12,1,257,#credit_card
afd0dbbab8e90d099aaccdd8ed7d5f26,3,1,269,#credit_card
2ad6c6594bf0917a25ff8b8918d4b7b0,1,1,40,#credit_card
774359a2a8b6be829653bae9390a0dd0,10,1,350,#credit_card
332c6742772f2df936696b6512b10edb,6,2,135,#credit_card
c385c0eba07c858dd60ffe00a60dda64,3,1,113,#credit_card
d087b8e096ca051f548e29b324272834,1,1,72,#boleto
5262eaeb971616ffef822379ed91896f,1,1,1,#credit_card
52636dd3c039f62169b0eb724af63047,2,1,78,#credit_card
aa7c35fd606f4275e267e859c6a84d0f,2,1,27,#credit_card
caca64f71d73695719939294fa88c791,1,1,371,#credit_card
fd1ddfeca967b94315642dfe5c7545f7,6,1,226,#credit_card
fa12564d7462c9a851c79c301bcb97de,3,1,104,#credit_card
9c96fac210f67f329b80d898001fee09,1,1,65,#boleto
85e710051891004eca4f527adcadd0c3,1,2,70,#voucher
11978d520d85578c9f024b99ac1a87ef,1,2,20,#voucher
9062b998bfc2521b3978b34034ba6e1e,1,1,125,#credit_card
31be75ffd0c4b58ca777e72cd2352b14,1,1,96,#boleto
999d0185fdc3859e118a76c1e7d8dfe4,2,1,25,#credit_card
6cdb86865449a92089579ea715e1c1d1,1,1,53,#credit_card
50bf77081d0fdd2e57dcff0acf8fefeb,2,1,146,#credit_card
d121cbcb7091fbd55ad0344e0f045982,3,1,50,#credit_card
37fc44460574b368fe7933c6ae98f224,1,1,47,#credit_card
3fff175860497ca456d60c90b1f2b797,2,1,169,#credit_card
ae1126b6891f58552443772c80b1f562,1,1,134,#credit_card
d56564f21e612a588607e9ffb39b9d21,1,2,1,#voucher
068176c8a0550b07cddf7e05c8d55319,1,1,124,#boleto
9488305b52042a978d3bf78cf94bcd54,3,1,284,#credit_card
7a1ba14765ea354929894e667c06f386,1,1,90,#credit_card
4b5648d8399ea47a4c323499045aaefc,1,1,32,#boleto
52b5d339bbba7bd8f18ca836ab540227,1,1,43,#credit_card
3a1a92434eae60a4f44ad7ebef65c3e7,1,1,255,#credit_card
dc400373e624e9b0435847a79813c658,1,2,49,#voucher
9f1cdc0e091b90e61836ddc009a60ef2,4,1,48,#credit_card
d9952ada4955694cae66806b7d5ac6ca,6,1,68,#credit_card
251d586514cbf0cace61e03c54a7bf1c,10,1,311,#credit_card
0435b65bfd0a1cd1c48a82f5b405ea78,4,1,154,#credit_card
6644170ea0130942cfb3064dce01004a,2,1,334,#credit_card
7c3e71109e904d8e0c8d034456f87eca,1,1,405,#boleto
881206af1a6a9cd34119b99782759dd4,1,1,45,#boleto
f86d7bc39aab05299691322044b63bb2,1,1,1302,#voucher
5f082a502d1fd6f19d32897c2c2cbcec,10,1,646,#credit_card
27a7ac440630f9de788e4d66e72c6424,1,1,186,#credit_card
cc1cc1d6081f7f07a16cc1a3e4ba0b78,10,1,208,#credit_card
76b8568803f110a59ece4167463a4a7e,1,1,76,#debit_card
51e88bc351dd268bb9c9e78d263c4a06,2,1,67,#credit_card
a5b431090739891ac76875d9ad9bff23,4,1,232,#credit_card
ad62ce74c314772d34c956d73fb305f3,1,1,69,#boleto
a669137c06cc23b7962d63be3a2ad6d1,3,1,641,#credit_card
da46439d7d06cf02cb44d0908ecc3575,1,1,42,#boleto
d24e8541128cea179a11a65176e0a96f,1,1,50,#voucher
1c67e99dc37224bf3ad220ae2368c068,1,1,107,#credit_card
4ff8e28200e5a7a50b448cfaaf1f8ed3,10,1,2288,#credit_card
33ebbe6b176d53190194b5b05cf69330,1,1,70,#boleto
2176f1406c11f07dcdea94931730770d,1,1,88,#boleto
08935d5052c6414b1960eb67796d01f5,4,1,117,#credit_card
f553b61e2a7f6dc62c5f8de4ffb4a031,1,1,195,#debit_card
1966886b80f14d0588adf6406afb0026,1,1,69,#debit_card
f6ed483455295c6e7544f141244cd981,2,1,152,#credit_card
bf951e41c5adb873b7fdcc1e83b406bf,1,1,55,#credit_card
32d8aa395f9c9f357e1e3f7b214b9082,1,1,104,#credit_card
b798fc527c548bfa5f069b5b29195275,1,1,226,#debit_card
6c936253ed9ab81f5293da5081ba8a9a,1,1,40,#boleto
dcec2b3be8c3d53056fe63381b2a6cfe,10,1,159,#credit_card
90eaac01afdf4e531a70ad869e092c75,1,1,234,#credit_card
a04639b53f2cbd1f77b63ed44168566e,1,1,45,#boleto
97e8d3eb8f48e3610beed991e5f32296,4,1,205,#credit_card
7cb79316d2abe37e16ec83a07afb2895,1,1,14,#credit_card
7250e10eca3d7f71a091ac5752d3228f,1,1,222,#credit_card
cf8ace9395d2ee06b4b513df8ba682b3,1,1,52,#credit_card
101fa9bbc869f267953a48b0f659dc62,9,1,131,#credit_card
24abd231b3f48073eb9bc660b3eea5fd,2,1,38,#credit_card
bedff73fa5a137527ba9314cac93b7b3,1,2,35,#voucher
808c4b75909ba91f23c1ef928f396822,3,1,144,#credit_card
c1310d06e793969c9dfc72a433db577f,3,1,87,#credit_card
9144181fd06902570ce9c34860652f55,5,1,118,#credit_card
d189b98b9c4f5325db664c5455fe927c,1,1,342,#credit_card
2e2dd1119ebf597a9c05d80b5d6eeace,2,1,105,#credit_card
7354aed5e2d142803a8121059f1e9324,4,1,68,#credit_card
ab85e3c92c828eb802fd91345e45d92e,10,1,358,#credit_card
b80ba0f0c3d2a63feac0116f533cc6a9,1,3,3,#voucher
f0d8a84693b073fa90c69667c924ff8f,1,1,93,#boleto
35bf7f86bc7add201e5b6573052157f0,2,1,68,#credit_card
56ba89857b4e6eb192108f310a81163b,13,1,197,#credit_card
0f67e615d797da223ac5601b9b08b180,3,1,154,#credit_card
440a666da55232dbd02bb270c7ac7d8c,3,1,46,#credit_card
57bfb7a49bcdecb20d9dbb778d7d7590,4,1,102,#credit_card
f6eb6190398bfb32871584bd111dec04,5,1,119,#credit_card
6b58f3523e45f9838f702acbc21e2f51,1,1,44,#credit_card
210a5f61a6a19892f81bb269863f4742,1,1,68,#credit_card
009ac365164f8e06f59d18a08045f6c4,1,5,9,#voucher
f1b7c83171b22e2babd61eb8501d58d5,2,1,44,#credit_card
bb2d7e3141540afc268df7ef6580fc75,1,1,37,#credit_card
1f31fc163d36ff823c54a14e947b5bc8,2,1,114,#credit_card
d4c46523b1239f182b74fb0ea1c27f32,1,1,397,#credit_card
88857d91dc3370190060f4b06041e708,10,1,186,#credit_card
73596e67516934a7fe64cc6ca6d75545,3,1,62,#credit_card
e9da0d015d8dbc78a000c0b78cc87728,2,1,25,#credit_card
e6f98f32bf5e724269a5e9cb2529f2e3,5,1,153,#credit_card
acd76a8508680cbb5d4c04707be03f87,1,1,145,#debit_card
aeb81ccabe4f164a26e763cd5b07fd99,1,1,71,#boleto
d51cbac21a49941976292ba004bf4165,6,1,114,#credit_card
edb14cad806f8ea19a08ed06c26726a2,2,1,31,#credit_card
6225c94031a1e372349fa17f1891317d,5,1,257,#credit_card
c8e19a0edcf6fd34024a2f7fe5f85ef8,1,1,341,#boleto
984c8458b4e17a487d85b16c9ce0f00c,1,1,144,#credit_card
29aefbcf33949b65e5303167977e0362,1,1,85,#voucher
ec5cf2317f5141a62836da8e71586eb6,8,1,232,#credit_card
3ba1ccc3882bd7df61ee5030f44ec1d2,5,1,194,#credit_card
5b2f1ff03b77977af4258e7cfc2ec799,1,1,261,#credit_card
490f30e8fa50cb3ef01058c9ab43048d,1,1,50,#credit_card
191a21c0a0934fdb7dcd56c6b28a8682,3,1,197,#credit_card
a23c7a7d06f1f8e9f6e45f934c7e106b,1,1,246,#boleto
621b8e90f6fd06a792af8bdbbaf64a92,1,2,72,#voucher
e4fe84926e03b0030e643318464be6a7,2,1,217,#credit_card
4801b9cf238c2c9098bd66a5f092c2da,4,1,152,#credit_card
37c755c6df4b61c5b4cc40361ae57588,3,1,72,#credit_card
d232a4685c8ddfc98307d91978aebfa5,5,1,129,#credit_card
2d5b43766328f55157cae1e85e1dd475,1,1,57,#credit_card
07a26b88cc90e93f5c9401de11a60793,1,1,20,#credit_card
ce7cf6dd8f80dfb98716950ae40eca59,1,1,172,#boleto
bf5099786cc9dcd17a4961c9406fb3f3,1,1,86,#credit_card
4cc95216e51190048472a2baf6fa53ee,1,1,56,#boleto
1c859fbb6e7f238f3f6134628b845f3a,1,1,26,#boleto
5eca2113141f2c0e048b11bdcb7a0371,1,1,41,#credit_card
ada812c7806382c3085a5f5024bc17ca,1,1,37,#boleto
ad2e046d1a59ee49ddf9ae258360b81b,5,1,135,#credit_card
9027f38fa8afb91a7ad77fd92abf97a1,5,1,477,#credit_card
cd82b3b68f4843cceb338d860b8aa006,2,1,440,#credit_card
6c721c8ce1b433e68655575af4955976,1,1,68,#credit_card
e199c3b74cd391568e7c99aa28b0f274,1,1,169,#boleto
94a71bedec852e752e86d530d03d6061,1,1,32,#boleto
64d6282bba1a1c015acbdcacca391253,1,1,41,#boleto
49f62326ab0dc444db19abf56861df10,10,1,110,#credit_card
0e2b7e9ea88624cc24fe978983190dea,3,1,207,#credit_card
cfae1e992eeb0f51ba0de3ddb87b33da,1,1,134,#credit_card
